address,frequency,current_address,lon,lat,note
羊山,1,unknown,unknown,unknown,None
葛陂坞,1,unknown,unknown,unknown,None
城邑,1,unknown,unknown,unknown,None
商州,1,unknown,unknown,unknown,None
济郡,1,unknown,unknown,unknown,None
修城,1,unknown,unknown,unknown,None
非布,1,unknown,unknown,unknown,None
兴汉,1,unknown,unknown,unknown,None
神州,1,unknown,unknown,unknown,None
六宫,1,unknown,unknown,unknown,None
太阿,1,unknown,unknown,unknown,None
敦阿,1,unknown,unknown,unknown,None
西安,1,unknown,unknown,unknown,None
华阴县,1,unknown,unknown,unknown,None
陕北,1,unknown,unknown,unknown,None
渭阳,1,unknown,unknown,unknown,None
马疆,1,unknown,unknown,unknown,None
大阳,1,unknown,unknown,unknown,None
安邑县,1,unknown,unknown,unknown,None
安邑,1,unknown,unknown,unknown,None
济阴,1,unknown,unknown,unknown,None
天津,1,unknown,unknown,unknown,None
天关,1,unknown,unknown,unknown,None
暹非,1,unknown,unknown,unknown,None
东平,1,unknown,unknown,unknown,None
上密,1,unknown,unknown,unknown,None
淮阴,1,unknown,unknown,unknown,None
江屯,1,unknown,unknown,unknown,None
松滋,1,unknown,unknown,unknown,None
枫桥,1,unknown,unknown,unknown,None
城上城,1,unknown,unknown,unknown,None
西津,1,unknown,unknown,unknown,None
浙江,1,unknown,unknown,unknown,None
北连,1,unknown,unknown,unknown,None
玄德县,1,unknown,unknown,unknown,None
乃拉灵,1,unknown,unknown,unknown,None
清水河,1,unknown,unknown,unknown,None
平东,1,unknown,unknown,unknown,None
台省,1,unknown,unknown,unknown,None
北郊,1,unknown,unknown,unknown,None
运七,1,unknown,unknown,unknown,None
城敦,1,unknown,unknown,unknown,None
乃尔,1,unknown,unknown,unknown,None
意达,1,unknown,unknown,unknown,None
新旧,1,unknown,unknown,unknown,None
安众县,1,unknown,unknown,unknown,None
镇威,1,unknown,unknown,unknown,None
梁城,1,unknown,unknown,unknown,None
海州,1,unknown,unknown,unknown,None
十县,1,unknown,unknown,unknown,None
伏波,1,unknown,unknown,unknown,None
彼约,1,unknown,unknown,unknown,None
两河,1,unknown,unknown,unknown,None
孝治,1,unknown,unknown,unknown,None
独昌,1,unknown,unknown,unknown,None
沂水,1,unknown,unknown,unknown,None
钦阳,1,unknown,unknown,unknown,None
祁阳,1,unknown,unknown,unknown,None
霸河,1,unknown,unknown,unknown,None
易京,1,unknown,unknown,unknown,None
奉明,1,unknown,unknown,unknown,None
抚河,1,unknown,unknown,unknown,None
塞路,1,unknown,unknown,unknown,None
沧海,1,unknown,unknown,unknown,None
冀四州,1,unknown,unknown,unknown,None
諕得刘岱,1,unknown,unknown,unknown,None
之穆穆,1,unknown,unknown,unknown,None
天文地理,1,unknown,unknown,unknown,None
渔阳,1,unknown,unknown,unknown,None
三挝,1,unknown,unknown,unknown,None
犹阳,1,unknown,unknown,unknown,None
上顺,1,unknown,unknown,unknown,None
江头,1,unknown,unknown,unknown,None
汝共七,1,unknown,unknown,unknown,None
上牙,1,unknown,unknown,unknown,None
留尔,1,unknown,unknown,unknown,None
西河,1,unknown,unknown,unknown,None
荷明,1,unknown,unknown,unknown,None
独蔡阳,1,unknown,unknown,unknown,None
故拜,1,unknown,unknown,unknown,None
叙旧,1,unknown,unknown,unknown,None
滑州,1,unknown,unknown,unknown,None
马约,1,unknown,unknown,unknown,None
入县,1,unknown,unknown,unknown,None
地连六郡,1,unknown,unknown,unknown,None
防江,1,unknown,unknown,unknown,None
冠江,1,unknown,unknown,unknown,None
华伦,1,unknown,unknown,unknown,None
交州,1,unknown,unknown,unknown,None
成河,1,unknown,unknown,unknown,None
揭瓦,1,unknown,unknown,unknown,None
之雅,1,unknown,unknown,unknown,None
名肃,1,unknown,unknown,unknown,None
临淮,1,unknown,unknown,unknown,None
上门,1,unknown,unknown,unknown,None
成山,1,unknown,unknown,unknown,None
绍寨,1,unknown,unknown,unknown,None
绍营,1,unknown,unknown,unknown,None
汝乡,1,unknown,unknown,unknown,None
长路,1,unknown,unknown,unknown,None
保江,1,unknown,unknown,unknown,None
东至,1,unknown,unknown,unknown,None
滏水,1,unknown,unknown,unknown,None
灌城耳,1,unknown,unknown,unknown,None
绍府,1,unknown,unknown,unknown,None
东武城,1,unknown,unknown,unknown,None
大州,1,unknown,unknown,unknown,None
甘陵,1,unknown,unknown,unknown,None
黑山,1,unknown,unknown,unknown,None
夫兴,1,unknown,unknown,unknown,None
北番,1,unknown,unknown,unknown,None
上洛,1,unknown,unknown,unknown,None
黄沙,1,unknown,unknown,unknown,None
靖北,1,unknown,unknown,unknown,None
北寨,1,unknown,unknown,unknown,None
山大路,1,unknown,unknown,unknown,None
回县,1,unknown,unknown,unknown,None
北河,1,unknown,unknown,unknown,None
长亭,1,unknown,unknown,unknown,None
冈下,1,unknown,unknown,unknown,None
博陵,1,unknown,unknown,unknown,None
比兴,1,unknown,unknown,unknown,None
山畔,1,unknown,unknown,unknown,None
安安,1,unknown,unknown,unknown,None
冈也,1,unknown,unknown,unknown,None
松阴,1,unknown,unknown,unknown,None
庐中,1,unknown,unknown,unknown,None
松篁,1,unknown,unknown,unknown,None
齐城,1,unknown,unknown,unknown,None
日安,1,unknown,unknown,unknown,None
特拜,1,unknown,unknown,unknown,None
溪桥,1,unknown,unknown,unknown,None
新春,1,unknown,unknown,unknown,None
朝里,1,unknown,unknown,unknown,None
北据汉,1,unknown,unknown,unknown,None
南海,1,unknown,unknown,unknown,None
武兴,1,unknown,unknown,unknown,None
广纳,1,unknown,unknown,unknown,None
安其,1,unknown,unknown,unknown,None
宜自,1,unknown,unknown,unknown,None
楚关,1,unknown,unknown,unknown,None
屯柴桑,1,unknown,unknown,unknown,None
非干,1,unknown,unknown,unknown,None
安林,1,unknown,unknown,unknown,None
旧屯,1,unknown,unknown,unknown,None
罗川,1,unknown,unknown,unknown,None
斗耳,1,unknown,unknown,unknown,None
云约,1,unknown,unknown,unknown,None
河朔,1,unknown,unknown,unknown,None
妙绝,1,unknown,unknown,unknown,None
满县,1,unknown,unknown,unknown,None
下河,1,unknown,unknown,unknown,None
平遮,1,unknown,unknown,unknown,None
云自,1,unknown,unknown,unknown,None
连马,1,unknown,unknown,unknown,None
汉津口,1,unknown,unknown,unknown,None
许田,1,unknown,unknown,unknown,None
江西,1,unknown,unknown,unknown,None
徐非,1,unknown,unknown,unknown,None
如肃,1,unknown,unknown,unknown,None
兴邦,1,unknown,unknown,unknown,None
渭子牙,1,unknown,unknown,unknown,None
忠君爱国,1,unknown,unknown,unknown,None
广开,1,unknown,unknown,unknown,None
建高门,1,unknown,unknown,unknown,None
上京,1,unknown,unknown,unknown,None
宁彼,1,unknown,unknown,unknown,None
无极,1,unknown,unknown,unknown,None
东皇,1,unknown,unknown,unknown,None
嘉物阜,1,unknown,unknown,unknown,None
斯台,1,unknown,unknown,unknown,None
永固,1,unknown,unknown,unknown,None
屯汉,1,unknown,unknown,unknown,None
开国,1,unknown,unknown,unknown,None
首阳山,1,unknown,unknown,unknown,None
长索,1,unknown,unknown,unknown,None
九河,1,unknown,unknown,unknown,None
百川,1,unknown,unknown,unknown,None
扬波,1,unknown,unknown,unknown,None
咸集,1,unknown,unknown,unknown,None
四屯,1,unknown,unknown,unknown,None
腾波,1,unknown,unknown,unknown,None
丹山,1,unknown,unknown,unknown,None
中隐,1,unknown,unknown,unknown,None
洪荒,1,unknown,unknown,unknown,None
会稽山,1,unknown,unknown,unknown,None
青牙,1,unknown,unknown,unknown,None
西观夏口,1,unknown,unknown,unknown,None
之江,1,unknown,unknown,unknown,None
南望,1,unknown,unknown,unknown,None
樊山,1,unknown,unknown,unknown,None
漳水,1,unknown,unknown,unknown,None
嘉宾,1,unknown,unknown,unknown,None
五色旗,1,unknown,unknown,unknown,None
望江南,1,unknown,unknown,unknown,None
合江,1,unknown,unknown,unknown,None
上坛,1,unknown,unknown,unknown,None
满江,1,unknown,unknown,unknown,None
南士,1,unknown,unknown,unknown,None
虎窟,1,unknown,unknown,unknown,None
彝陵南,1,unknown,unknown,unknown,None
山乡,1,unknown,unknown,unknown,None
云马,1,unknown,unknown,unknown,None
云安,1,unknown,unknown,unknown,None
云吾,1,unknown,unknown,unknown,None
青马,1,unknown,unknown,unknown,None
北南,1,unknown,unknown,unknown,None
长随,1,unknown,unknown,unknown,None
湘潭,1,unknown,unknown,unknown,None
攸县,1,unknown,unknown,unknown,None
淝县,1,unknown,unknown,unknown,None
淝城,1,unknown,unknown,unknown,None
润州,1,unknown,unknown,unknown,None
北固山,1,unknown,unknown,unknown,None
非云,1,unknown,unknown,unknown,None
铜雀宫,1,unknown,unknown,unknown,None
中歇,1,unknown,unknown,unknown,None
入南,1,unknown,unknown,unknown,None
蒙国,1,unknown,unknown,unknown,None
兴旺,1,unknown,unknown,unknown,None
华堂,1,unknown,unknown,unknown,None
入拜国,1,unknown,unknown,unknown,None
归南,1,unknown,unknown,unknown,None
凤台,1,unknown,unknown,unknown,None
柴桑口,1,unknown,unknown,unknown,None
远镇,1,unknown,unknown,unknown,None
芜湖,1,unknown,unknown,unknown,None
非肃,1,unknown,unknown,unknown,None
兰干,1,unknown,unknown,unknown,None
岱大,1,unknown,unknown,unknown,None
南国,1,unknown,unknown,unknown,None
西汉,1,unknown,unknown,unknown,None
中寨,1,unknown,unknown,unknown,None
马坑,1,unknown,unknown,unknown,None
夹河,1,unknown,unknown,unknown,None
苍古,1,unknown,unknown,unknown,None
阜领诺,1,unknown,unknown,unknown,None
屯冀城,1,unknown,unknown,unknown,None
冰城,1,unknown,unknown,unknown,None
松拜,1,unknown,unknown,unknown,None
汝川,1,unknown,unknown,unknown,None
西郡,1,unknown,unknown,unknown,None
锦江,1,unknown,unknown,unknown,None
之雄,1,unknown,unknown,unknown,None
阜如,1,unknown,unknown,unknown,None
秘藏,1,unknown,unknown,unknown,None
魁西,1,unknown,unknown,unknown,None
回川,1,unknown,unknown,unknown,None
郢州,1,unknown,unknown,unknown,None
云山,1,unknown,unknown,unknown,None
荒州,1,unknown,unknown,unknown,None
北图,1,unknown,unknown,unknown,None
乃西,1,unknown,unknown,unknown,None
犹藏三窟,1,unknown,unknown,unknown,None
四郡,1,unknown,unknown,unknown,None
榆桥,1,unknown,unknown,unknown,None
芝兰,1,unknown,unknown,unknown,None
垫江,1,unknown,unknown,unknown,None
上堂,1,unknown,unknown,unknown,None
江滩,1,unknown,unknown,unknown,None
之乐,1,unknown,unknown,unknown,None
青泥镇,1,unknown,unknown,unknown,None
德兴,1,unknown,unknown,unknown,None
枝叶茂盛,1,unknown,unknown,unknown,None
临城,1,unknown,unknown,unknown,None
凤坡,1,unknown,unknown,unknown,None
东和,1,unknown,unknown,unknown,None
乌马,1,unknown,unknown,unknown,None
居西,1,unknown,unknown,unknown,None
日日春,1,unknown,unknown,unknown,None
江阳,1,unknown,unknown,unknown,None
犍为,1,unknown,unknown,unknown,None
阜劝,1,unknown,unknown,unknown,None
抚彝,1,unknown,unknown,unknown,None
阜屯,1,unknown,unknown,unknown,None
翼城,1,unknown,unknown,unknown,None
诸州,1,unknown,unknown,unknown,None
阜为,1,unknown,unknown,unknown,None
涪水西,1,unknown,unknown,unknown,None
盖州,1,unknown,unknown,unknown,None
德昂,1,unknown,unknown,unknown,None
登门,1,unknown,unknown,unknown,None
平拜,1,unknown,unknown,unknown,None
秦国,1,unknown,unknown,unknown,None
蜀耳,1,unknown,unknown,unknown,None
深藏,1,unknown,unknown,unknown,None
宜居,1,unknown,unknown,unknown,None
蜀民,1,unknown,unknown,unknown,None
虹桥,1,unknown,unknown,unknown,None
绕河,1,unknown,unknown,unknown,None
盘根,1,unknown,unknown,unknown,None
莫及,1,unknown,unknown,unknown,None
温州,1,unknown,unknown,unknown,None
腾云,1,unknown,unknown,unknown,None
牡丹,1,unknown,unknown,unknown,None
翼德兵屯瓦口,1,unknown,unknown,unknown,None
彼屯,1,unknown,unknown,unknown,None
波中,1,unknown,unknown,unknown,None
开疆,1,unknown,unknown,unknown,None
云回本寨,1,unknown,unknown,unknown,None
凡吾,1,unknown,unknown,unknown,None
长吴,1,unknown,unknown,unknown,None
上庸诸郡,1,unknown,unknown,unknown,None
德威,1,unknown,unknown,unknown,None
九国,1,unknown,unknown,unknown,None
伏自三省,1,unknown,unknown,unknown,None
吴本,1,unknown,unknown,unknown,None
满伯宁,1,unknown,unknown,unknown,None
阴阴,1,unknown,unknown,unknown,None
德感,1,unknown,unknown,unknown,None
襄樊,1,unknown,unknown,unknown,None
山水,1,unknown,unknown,unknown,None
非伯宁,1,unknown,unknown,unknown,None
蒙其,1,unknown,unknown,unknown,None
蒙至,1,unknown,unknown,unknown,None
舟鹿,1,unknown,unknown,unknown,None
阳江,1,unknown,unknown,unknown,None
陵坡,1,unknown,unknown,unknown,None
安宁,1,unknown,unknown,unknown,None
中韩,1,unknown,unknown,unknown,None
上冈,1,unknown,unknown,unknown,None
四山,1,unknown,unknown,unknown,None
越城,1,unknown,unknown,unknown,None
长休,1,unknown,unknown,unknown,None
汉云,1,unknown,unknown,unknown,None
夕阳,1,unknown,unknown,unknown,None
荆门,1,unknown,unknown,unknown,None
云头,1,unknown,unknown,unknown,None
上建庙,1,unknown,unknown,unknown,None
香木,1,unknown,unknown,unknown,None
南归,1,unknown,unknown,unknown,None
长桑,1,unknown,unknown,unknown,None
上耶,1,unknown,unknown,unknown,None
彰德,1,unknown,unknown,unknown,None
延康,1,unknown,unknown,unknown,None
之口,1,unknown,unknown,unknown,None
伏拜,1,unknown,unknown,unknown,None
谯县,1,unknown,unknown,unknown,None
石邑县,1,unknown,unknown,unknown,None
德布,1,unknown,unknown,unknown,None
仁及,1,unknown,unknown,unknown,None
乃昌,1,unknown,unknown,unknown,None
尧典,1,unknown,unknown,unknown,None
繁阳,1,unknown,unknown,unknown,None
两汉,1,unknown,unknown,unknown,None
庆云,1,unknown,unknown,unknown,None
之瑞,1,unknown,unknown,unknown,None
煌煌,1,unknown,unknown,unknown,None
无疆,1,unknown,unknown,unknown,None
抚临,1,unknown,unknown,unknown,None
永绥,1,unknown,unknown,unknown,None
西乡,1,unknown,unknown,unknown,None
北拜,1,unknown,unknown,unknown,None
阆州,1,unknown,unknown,unknown,None
楚地,1,unknown,unknown,unknown,None
中州,1,unknown,unknown,unknown,None
吴班,1,unknown,unknown,unknown,None
青城,1,unknown,unknown,unknown,None
九锡,1,unknown,unknown,unknown,None
夔关,1,unknown,unknown,unknown,None
德度,1,unknown,unknown,unknown,None
合寨,1,unknown,unknown,unknown,None
回本,1,unknown,unknown,unknown,None
巫峡,1,unknown,unknown,unknown,None
之马,1,unknown,unknown,unknown,None
富池口,1,unknown,unknown,unknown,None
江渚,1,unknown,unknown,unknown,None
之连,1,unknown,unknown,unknown,None
郡耳,1,unknown,unknown,unknown,None
广野,1,unknown,unknown,unknown,None
塞江,1,unknown,unknown,unknown,None
彝陵城,1,unknown,unknown,unknown,None
江滨,1,unknown,unknown,unknown,None
横沙,1,unknown,unknown,unknown,None
江流,1,unknown,unknown,unknown,None
紫阳,1,unknown,unknown,unknown,None
泛湖,1,unknown,unknown,unknown,None
南临,1,unknown,unknown,unknown,None
念耳,1,unknown,unknown,unknown,None
承汉,1,unknown,unknown,unknown,None
青及,1,unknown,unknown,unknown,None
芝但,1,unknown,unknown,unknown,None
鼎中,1,unknown,unknown,unknown,None
鹤鸣九皋,1,unknown,unknown,unknown,None
芝答,1,unknown,unknown,unknown,None
之壮,1,unknown,unknown,unknown,None
法非,1,unknown,unknown,unknown,None
之典,1,unknown,unknown,unknown,None
江道,1,unknown,unknown,unknown,None
河港,1,unknown,unknown,unknown,None
忻乐,1,unknown,unknown,unknown,None
离国,1,unknown,unknown,unknown,None
并川,1,unknown,unknown,unknown,None
于匣,1,unknown,unknown,unknown,None
非子龙,1,unknown,unknown,unknown,None
夹山峪,1,unknown,unknown,unknown,None
夹山,1,unknown,unknown,unknown,None
山峪下寨,1,unknown,unknown,unknown,None
象牙,1,unknown,unknown,unknown,None
锦城,1,unknown,unknown,unknown,None
诸甸,1,unknown,unknown,unknown,None
四泉,1,unknown,unknown,unknown,None
入庙,1,unknown,unknown,unknown,None
茂竹,1,unknown,unknown,unknown,None
旧山,1,unknown,unknown,unknown,None
甘南,1,unknown,unknown,unknown,None
洞西,1,unknown,unknown,unknown,None
仰鞍,1,unknown,unknown,unknown,None
土安,1,unknown,unknown,unknown,None
塔郎甸,1,unknown,unknown,unknown,None
河来,1,unknown,unknown,unknown,None
中屯,1,unknown,unknown,unknown,None
横木,1,unknown,unknown,unknown,None
入谷,1,unknown,unknown,unknown,None
溪洞,1,unknown,unknown,unknown,None
南人,1,unknown,unknown,unknown,None
奉国,1,unknown,unknown,unknown,None
泉台,1,unknown,unknown,unknown,None
上国,1,unknown,unknown,unknown,None
监国,1,unknown,unknown,unknown,None
之治,1,unknown,unknown,unknown,None
之隆,1,unknown,unknown,unknown,None
北定,1,unknown,unknown,unknown,None
旧都,1,unknown,unknown,unknown,None
高阳,1,unknown,unknown,unknown,None
横门,1,unknown,unknown,unknown,None
韩班,1,unknown,unknown,unknown,None
鸣山,1,unknown,unknown,unknown,None
芝贺,1,unknown,unknown,unknown,None
石城,1,unknown,unknown,unknown,None
深城,1,unknown,unknown,unknown,None
中度,1,unknown,unknown,unknown,None
非伯约,1,unknown,unknown,unknown,None
归城,1,unknown,unknown,unknown,None
茂林,1,unknown,unknown,unknown,None
鸭耳,1,unknown,unknown,unknown,None
得伯约,1,unknown,unknown,unknown,None
太原,1,unknown,unknown,unknown,None
二京,1,unknown,unknown,unknown,None
吉马,1,unknown,unknown,unknown,None
越吉大怒,1,unknown,unknown,unknown,None
下川,1,unknown,unknown,unknown,None
城市,1,unknown,unknown,unknown,None
山西路,1,unknown,unknown,unknown,None
离山,1,unknown,unknown,unknown,None
乃勒,1,unknown,unknown,unknown,None
伏地,1,unknown,unknown,unknown,None
四县,1,unknown,unknown,unknown,None
东莞,1,unknown,unknown,unknown,None
平北,1,unknown,unknown,unknown,None
绥南,1,unknown,unknown,unknown,None
荆湖,1,unknown,unknown,unknown,None
塞断其路,1,unknown,unknown,unknown,None
东国,1,unknown,unknown,unknown,None
广为,1,unknown,unknown,unknown,None
蜀都,1,unknown,unknown,unknown,None
祁连,1,unknown,unknown,unknown,None
青羌,1,unknown,unknown,unknown,None
非一州,1,unknown,unknown,unknown,None
宛马,1,unknown,unknown,unknown,None
蒙本,1,unknown,unknown,unknown,None
旧国,1,unknown,unknown,unknown,None
韩暨,1,unknown,unknown,unknown,None
石山,1,unknown,unknown,unknown,None
济阳,1,unknown,unknown,unknown,None
宜绝,1,unknown,unknown,unknown,None
雍城,1,unknown,unknown,unknown,None
满山,1,unknown,unknown,unknown,None
深自,1,unknown,unknown,unknown,None
连阴,1,unknown,unknown,unknown,None
赤坡,1,unknown,unknown,unknown,None
山岳,1,unknown,unknown,unknown,None
中门旗,1,unknown,unknown,unknown,None
开城,1,unknown,unknown,unknown,None
天蓬,1,unknown,unknown,unknown,None
摩坡,1,unknown,unknown,unknown,None
东原,1,unknown,unknown,unknown,None
渭登原,1,unknown,unknown,unknown,None
淮阳,1,unknown,unknown,unknown,None
两山,1,unknown,unknown,unknown,None
剑关,1,unknown,unknown,unknown,None
塞断,1,unknown,unknown,unknown,None
深根固蒂,1,unknown,unknown,unknown,None
甘窟,1,unknown,unknown,unknown,None
彼本,1,unknown,unknown,unknown,None
内安,1,unknown,unknown,unknown,None
天汉,1,unknown,unknown,unknown,None
汶山,1,unknown,unknown,unknown,None
延安,1,unknown,unknown,unknown,None
锦官城,1,unknown,unknown,unknown,None
安镇,1,unknown,unknown,unknown,None
华舆,1,unknown,unknown,unknown,None
上林苑,1,unknown,unknown,unknown,None
禹卑,1,unknown,unknown,unknown,None
扬烈,1,unknown,unknown,unknown,None
北市,1,unknown,unknown,unknown,None
智耳,1,unknown,unknown,unknown,None
辽水,1,unknown,unknown,unknown,None
平城,1,unknown,unknown,unknown,None
辽河,1,unknown,unknown,unknown,None
中卫,1,unknown,unknown,unknown,None
平陵,1,unknown,unknown,unknown,None
洛河,1,unknown,unknown,unknown,None
中宿,1,unknown,unknown,unknown,None
东市,1,unknown,unknown,unknown,None
堰断,1,unknown,unknown,unknown,None
江海,1,unknown,unknown,unknown,None
吕岱,1,unknown,unknown,unknown,None
两城,1,unknown,unknown,unknown,None
徐塘,1,unknown,unknown,unknown,None
中梁,1,unknown,unknown,unknown,None
泉边,1,unknown,unknown,unknown,None
泰来,1,unknown,unknown,unknown,None
淮连,1,unknown,unknown,unknown,None
淮归寨,1,unknown,unknown,unknown,None
临东市,1,unknown,unknown,unknown,None
西掖,1,unknown,unknown,unknown,None
安风津,1,unknown,unknown,unknown,None
北至,1,unknown,unknown,unknown,None
若得洮,1,unknown,unknown,unknown,None
深谷,1,unknown,unknown,unknown,None
东羌,1,unknown,unknown,unknown,None
彼洮西,1,unknown,unknown,unknown,None
遂回本寨,1,unknown,unknown,unknown,None
寿春,1,unknown,unknown,unknown,None
越壕,1,unknown,unknown,unknown,None
入寿,1,unknown,unknown,unknown,None
三河,1,unknown,unknown,unknown,None
六国,1,unknown,unknown,unknown,None
四野,1,unknown,unknown,unknown,None
西苑,1,unknown,unknown,unknown,None
中营,1,unknown,unknown,unknown,None
乃安,1,unknown,unknown,unknown,None
郑伦,1,unknown,unknown,unknown,None
山角,1,unknown,unknown,unknown,None
宁陵,1,unknown,unknown,unknown,None
爪甲,1,unknown,unknown,unknown,None
龙门,1,unknown,unknown,unknown,None
台览,1,unknown,unknown,unknown,None
密约,1,unknown,unknown,unknown,None
黑龙江,1,unknown,unknown,unknown,None
朝中,1,unknown,unknown,unknown,None
定西,1,unknown,unknown,unknown,None
山关,1,unknown,unknown,unknown,None
城拜,1,unknown,unknown,unknown,None
南路,1,unknown,unknown,unknown,None
北道,1,unknown,unknown,unknown,None
高山峻岭,1,unknown,unknown,unknown,None
天齐,1,unknown,unknown,unknown,None
锦竹,1,unknown,unknown,unknown,None
北地王,1,unknown,unknown,unknown,None
锦里,1,unknown,unknown,unknown,None
云彻,1,unknown,unknown,unknown,None
五湖,1,unknown,unknown,unknown,None
之岭,1,unknown,unknown,unknown,None
吉庆,1,unknown,unknown,unknown,None
山根,1,unknown,unknown,unknown,None
昭及,1,unknown,unknown,unknown,None
故国,1,unknown,unknown,unknown,None
英武,1,unknown,unknown,unknown,None
襄武县,1,unknown,unknown,unknown,None
六马,1,unknown,unknown,unknown,None
绍汉,1,unknown,unknown,unknown,None
晋国,1,unknown,unknown,unknown,None
安吴,1,unknown,unknown,unknown,None
锦绣江山,1,unknown,unknown,unknown,None
垦田,1,unknown,unknown,unknown,None
西陵,1,unknown,unknown,unknown,None
咸宁,1,unknown,unknown,unknown,None
南州,1,unknown,unknown,unknown,None
遂建庙,1,unknown,unknown,unknown,None
圣武,1,unknown,unknown,unknown,None
横江,1,unknown,unknown,unknown,None
广武,1,unknown,unknown,unknown,None
拒夏口,1,unknown,unknown,unknown,None
广州,1,unknown,unknown,unknown,None
下江,1,unknown,unknown,unknown,None
三山,1,unknown,unknown,unknown,None
江底,1,unknown,unknown,unknown,None
拒城,1,unknown,unknown,unknown,None
上寿,1,unknown,unknown,unknown,None
叙其,1,unknown,unknown,unknown,None
绍海,1,unknown,unknown,unknown,None
咸池,1,unknown,unknown,unknown,None
兴河,1,unknown,unknown,unknown,None
屯荆襄,1,unknown,unknown,unknown,None
德本,1,unknown,unknown,unknown,None
九伐,1,unknown,unknown,unknown,None
